Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Comment,Experiment Number,RNA Isolation Method
r05055,2018-07-10,90260,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #1,5647,
r05055,2018-07-10,90261,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #2,5647,
r05055,2018-07-11,90514,Lanciotti_ZIKV_universal,vRNA,11483.333,11333 ; 11633,,Plasma,,5676,
r05055,2018-07-11,90515,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #1,5676,
r05055,2018-07-11,90516,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #2,5676,
r05055,2018-07-12,90523,Lanciotti_ZIKV_universal,vRNA,92666.664,89000 ; 96333,,Plasma,,5676,
r05055,2018-07-12,90539,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r05055,2018-07-13,90524,Lanciotti_ZIKV_universal,vRNA,290000.0,287667 ; 292333,,Plasma,,5676,
r05055,2018-07-13,90540,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r05055,2018-07-14,90537,Lanciotti_ZIKV_universal,vRNA,257333.33,243667 ; 271000,,Plasma,,5676,
r05055,2018-07-14,90541,Lanciotti_ZIKV_universal,vRNA,75.74074,0 ; 151,Equoivical,Urine,,5676,
r05055,2018-07-15,90538,Lanciotti_ZIKV_universal,vRNA,41500.0,40667 ; 42333,,Plasma,,5676,
r05055,2018-07-15,90545,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r05055,2018-07-16,90546,Lanciotti_ZIKV_universal,vRNA,976.6667,737 ; 1217,,Plasma,,5676,
r05055,2018-07-16,90547,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,,5676,
r05055,2018-07-17,90548,Lanciotti_ZIKV_universal,vRNA,1788.3334,1770 ; 1807,,Plasma,,5676,
r05055,2018-07-17,90560,Lanciotti_ZIKV_universal,vRNA,364.81482,0 ; 730,Equoivical,Urine,,5676,
r05055,2018-07-18,90561,Lanciotti_ZIKV_universal,vRNA,2938.3333,2543 ; 3333,,Plasma,,5676,
r05055,2018-07-18,90562,Lanciotti_ZIKV_universal,vRNA,294.44446,0 ; 589,Equoivical,Urine,,5676,
r05055,2018-07-19,90865,Lanciotti_ZIKV_universal,vRNA,362.5,272 ; 453,,Plasma,CC plasma,5685,
r05055,2018-07-19,91123,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5705,
r05055,2018-07-24,91293,Lanciotti_ZIKV_universal,vRNA,236.16667,179 ; 293,,Plasma,,5715,
r05055,2018-07-24,91294,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5715,
r05055,2018-07-27,91295,Lanciotti_ZIKV_universal,vRNA,598.1667,323 ; 873,,Plasma,,5715,
r05055,2018-07-27,91700,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,5738,
r05055,2018-07-31,91699,Lanciotti_ZIKV_universal,vRNA,528.8333,214 ; 843,,Plasma,plasma,5738,
r05055,2018-08-03,92612,Lanciotti_ZIKV_universal,vRNA,256.83334,227 ; 287,,Plasma,CC,5797,
r05055,2018-08-07,92471,Lanciotti_ZIKV_universal,vRNA,155.16667,143 ; 168,,Plasma,CC,5793,
r05055,2018-08-10,92613,Lanciotti_ZIKV_universal,vRNA,176.66667,0 ; 353,Equoivical,Plasma,CC,5797,
r05055,2018-08-14,92614,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5797,
r05055,2018-08-17,92615,Lanciotti_ZIKV_universal,vRNA,52.5,0 ; 105,Equoivical,Plasma,CC,5797,
r05055,2018-08-21,92753,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5802,
r05055,2018-08-24,92754,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5802,
r05055,2018-08-28,92755,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5802,
r05055,2018-08-31,92881,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5807,
r05055,2018-09-04,93122,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5823,
r05055,2018-09-06,93123,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5823,
r05055,2018-09-13,93567,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5843,
r05055,2018-09-20,93827,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5863,
r05055,2018-09-27,95095,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5950,
r05055,2018-10-04,94371,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5891,
r05055,2018-10-11,94596,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5906,
r05055,2018-10-18,95096,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5950,
r05055,2018-10-25,95922,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r05055,2018-10-31,104648,Lanciotti_ZIKV_universal,vRNA,103361.47,99474 ; 107249,,Tissue,fetal membranes a,6437,
r05055,2018-10-31,104649,Lanciotti_ZIKV_universal,vRNA,19.433584,19 ; 20,,Tissue,placental disc 1b,6437,
r05055,2018-10-31,106905,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6531,
r05055,2018-10-31,95923,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r05055,2018-10-31,98073,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,spleen,6110,
r05055,2018-10-31,98074,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,liver,6110,
r05055,2018-10-31,98075,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6110,
r05055,2018-10-31,98352,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Umbilical Cord Plasma,6104,
r05055,2018-10-31,98637,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2f,6133,
r05055,2018-10-31,98638,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2g,6133,
r05055,2018-10-31,98639,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2h,6133,
r05055,2018-10-31,98640,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2i,6133,
r05055,2018-10-31,98641,Lanciotti_ZIKV_universal,vRNA,314.3516,307 ; 322,,Tissue,chorionic plate 1a,6133,
r05055,2018-10-31,98642,Lanciotti_ZIKV_universal,vRNA,1577.0798,1540 ; 1614,,Tissue,chorionic plate 1b,6133,
r05055,2018-10-31,98643,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1c,6133,
r05055,2018-10-31,98644,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes b,6133,
r05055,2018-10-31,98645,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes c,6133,
r05055,2018-10-31,98646,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,6133,
r05055,2018-10-31,99334,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,placental disc 1b,6127,
r05055,2018-10-31,99335,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1a,6127,
r05055,2018-10-31,99337,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1c,6127,
r05055,2018-10-31,99340,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2a,6127,
r05055,2018-10-31,99341,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,6127,
r05055,2018-10-31,99343,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1d,6127,
r05055,2018-10-31,99346,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1e,6127,
r05055,2018-10-31,99348,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1f,6127,
r05055,2018-10-31,99350,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2c,6127,
r05055,2018-10-31,99352,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2d,6127,
r05055,2018-10-31,99354,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2e,6127,
r05055,2018-10-31,99356,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2f,6127,
r05055,2018-10-31,99358,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,6127,
r05055,2018-10-31,99360,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,6127,
r05055,2018-10-31,99362,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2g,6127,
r05055,2018-10-31,99364,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2h,6127,
r05055,2018-10-31,99366,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2i,6127,
r05055,2018-10-31,99368,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,6127,
r05055,2018-10-31,99370,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,6127,
r05055,2018-10-31,99372,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,6127,
r05055,2018-10-31,99374,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,6127,
r05055,2018-10-31,99376,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6127,
r05055,2018-10-31,99382,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6127,
r05055,2018-10-31,99383,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6127,
r05055,2018-10-31,99385,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,6127,
r05055,2018-10-31,99387,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2e,6127,
r05055,2021-07-26,157787,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r05055,2021-07-27,157807,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r05055,2021-07-28,157815,DENV3,vRNA,37.25,0 ; 74,Equoivical,Plasma,,9237,
r05055,2021-07-29,157857,DENV3,vRNA,127.0,126 ; 128,,Plasma,3 dpi,9261,
r05055,2021-07-30,157877,DENV3,vRNA,415.0,375 ; 455,,Plasma,4 dpi,9261,
r05055,2021-07-31,157884,DENV3,vRNA,425.0,403 ; 447,,Plasma,5 dpi,9261,
r05055,2021-08-01,157898,DENV3,vRNA,1086.6666,1047 ; 1127,,Plasma,6 dpi,9261,
r05055,2021-08-02,159085,DENV3,vRNA,2083.3333,2017 ; 2150,,Plasma,,9321,
r05055,2021-08-03,158116,DENV3,vRNA,1526.6666,1502 ; 1552,,Plasma,8 dpi,9279,
r05055,2021-08-04,158123,DENV3,vRNA,37.083332,0 ; 74,Equoivical,Plasma,9 dpi,9279,
r05055,2021-08-05,158142,DENV3,vRNA,0.0,0 ; 0,,Plasma,10 dpi,9279,
r05055,2021-08-10,158362,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9292,
r07035,2019-02-11,103779,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6393,
r07035,2019-02-12,103780,DENV2,vRNA,64383.332,62867 ; 65900,,Plasma,,6393,
r07035,2019-02-13,103781,DENV2,vRNA,313733.34,312667 ; 314800,,Plasma,,6393,
r07035,2019-02-14,103782,DENV2,vRNA,115100.0,108500 ; 121700,,Plasma,,6393,
r07035,2019-02-15,103783,DENV2,vRNA,7351.6665,6660 ; 8043,,Plasma,,6393,
r07035,2019-02-16,103788,DENV2,vRNA,1741.8334,1595 ; 1888,,Plasma,,6393,
r07035,2019-02-17,103789,DENV2,vRNA,9598.333,8663 ; 10533,,Plasma,,6393,
r07035,2019-02-18,103790,DENV2,vRNA,27340.0,27247 ; 27433,,Plasma,,6393,
r07035,2019-02-19,104184,DENV2,vRNA,6678.3335,5613 ; 7743,,Plasma,,6425,
r07035,2019-02-20,104185,DENV2,vRNA,147.51666,88 ; 207,,Plasma,,6425,
r07035,2019-02-21,104186,DENV2,vRNA,0.0,0,,Plasma,,6425,
r07035,2019-02-21,104189,DENV2,vRNA,0.0,0,,Plasma,This sample is actually plasma but I could not change it in EHR,6425,
r07035,2019-02-25,104187,DENV2,vRNA,0.0,0,,Plasma,,6425,
r07035,2019-02-25,104190,DENV2,vRNA,0.0,0,,Plasma,This sample is actually plasma but I could not change it in EHR,6425,
r07035,2019-03-04,106023,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6480,
r07035,2019-03-11,106027,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6480,
r07035,2019-05-06,111606,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6744,
r07035,2019-05-07,111846,Lanciotti_ZIKV_universal,vRNA,613.3333,513 ; 713,,Plasma,Plasma,6751,
r07035,2019-05-08,111847,Lanciotti_ZIKV_universal,vRNA,7033.3335,6800 ; 7267,,Plasma,Plasma,6751,
r07035,2019-05-09,111848,Lanciotti_ZIKV_universal,vRNA,25666.666,23300 ; 28033,,Plasma,Plasma,6751,
r07035,2019-05-10,111849,Lanciotti_ZIKV_universal,vRNA,44166.668,44000 ; 44333,,Plasma,Plasma,6751,
r07035,2019-05-11,111850,Lanciotti_ZIKV_universal,vRNA,35750.0,29500 ; 42000,,Plasma,Plasma,6751,
r07035,2019-05-12,111851,Lanciotti_ZIKV_universal,vRNA,35166.668,34333 ; 36000,,Plasma,Plasma,6751,
r07035,2019-05-13,111863,Lanciotti_ZIKV_universal,vRNA,15129.63,14111 ; 16148,,Plasma,Plasma,6751,
r07035,2019-05-14,111864,Lanciotti_ZIKV_universal,vRNA,9000.0,8300 ; 9700,,Plasma,Plasma,6751,
r07035,2019-05-15,111865,Lanciotti_ZIKV_universal,vRNA,5366.6665,4667 ; 6067,,Plasma,Plasma,6751,
r07035,2019-05-16,111866,Lanciotti_ZIKV_universal,vRNA,303.5,274 ; 333,,Plasma,Plasma,6751,
r07035,2019-05-20,111867,Lanciotti_ZIKV_universal,vRNA,1223.3334,1147 ; 1300,,Plasma,Plasma,6751,
r07035,2019-05-23,111868,Lanciotti_ZIKV_universal,vRNA,359.33334,179 ; 540,,Plasma,Plasma,6751,
r07035,2019-05-28,112737,Lanciotti_ZIKV_universal,vRNA,187.83333,0 ; 376,Equoivical,Plasma,Plasma,6789,
r07035,2019-06-03,112784,Lanciotti_ZIKV_universal,vRNA,14.645,0 ; 29,Equoivical,Plasma,Plasma,6789,
r07035,2019-06-03,113801,Lanciotti_ZIKV_universal,vRNA,65.566666,40 ; 91,,Plasma,plasma,6866,
r07035,2019-06-06,112785,Lanciotti_ZIKV_universal,vRNA,51.833332,49 ; 54,,Plasma,Plasma,6789,
r07035,2019-06-10,114044,Lanciotti_ZIKV_universal,vRNA,103.166664,0 ; 206,Equoivical,Plasma,plasma,6876,
r07035,2019-06-10,114694,Lanciotti_ZIKV_universal,vRNA,201.0,97 ; 305,,Plasma,plasma,6903,
r07035,2019-06-13,114045,Lanciotti_ZIKV_universal,vRNA,53.166668,32 ; 75,,Plasma,plasma,6876,
r07035,2019-06-17,112695,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6804,
r07035,2019-06-20,113342,Lanciotti_ZIKV_universal,vRNA,95.833336,0 ; 192,Equoivical,Plasma,Plasma,6849,
r07035,2019-06-20,114115,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Plasma,plasma,6882,
r07035,2019-06-20,114695,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6903,
r07035,2019-06-24,113343,Lanciotti_ZIKV_universal,vRNA,1361.0834,1264 ; 1459,,Plasma,Plasma,6849,
r07035,2019-06-27,113354,Lanciotti_ZIKV_universal,vRNA,25.15,0 ; 50,Equoivical,Plasma,Plasma,6849,
r07035,2019-06-27,114116,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Plasma,plasma,6882,
r07035,2019-06-27,114696,Lanciotti_ZIKV_universal,vRNA,19.833334,0 ; 40,Equoivical,Plasma,plasma,6903,
r07035,2019-06-27,116333,Lanciotti_ZIKV_universal,vRNA,26.6025,15 ; 38,,Plasma,plasma,6960,
r07035,2019-07-01,113775,Lanciotti_ZIKV_universal,vRNA,13.316667,0 ; 27,Equoivical,Plasma,plasma,6866,
r07035,2019-07-01,116334,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6960,
r07035,2019-07-03,113923,Lanciotti_ZIKV_universal,vRNA,27.941668,0 ; 56,Equoivical,Plasma,plasma,6872,
r07035,2019-07-03,116335,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6960,
r07035,2019-07-08,114697,Lanciotti_ZIKV_universal,vRNA,115.875,12 ; 220,,Plasma,plasma,6903,
r07035,2019-07-08,116336,Lanciotti_ZIKV_universal,vRNA,71.541664,40 ; 103,,Plasma,plasma,6960,
r07035,2019-07-11,114702,Lanciotti_ZIKV_universal,vRNA,124.583336,118 ; 131,,Plasma,plasma,6903,
r07035,2019-07-15,115451,Lanciotti_ZIKV_universal,vRNA,155.41667,104 ; 207,,Plasma,plasma,6919,
r07035,2019-07-18,115457,Lanciotti_ZIKV_universal,vRNA,9.333333,0 ; 19,Equoivical,Plasma,plasma,6919,
r07035,2019-07-22,115458,Lanciotti_ZIKV_universal,vRNA,44.75,43 ; 47,,Plasma,plasma,6919,
r07035,2019-07-25,115111,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6910,
r07035,2019-07-29,115112,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6910,
r07035,2019-08-05,117160,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6989,
r07035,2019-08-08,117161,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6989,
r07035,2019-08-15,117162,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6989,
r07035,2019-08-22,117004,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6979,
r07035,2019-08-26,117005,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,amniotic fluid,6979,
r07035,2019-08-26,117006,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6979,
r07035,2019-08-26,117007,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,umbilical cord plasma,6979,
r07035,2019-08-26,117508,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6987,
r07035,2019-08-26,117509,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6987,
r07035,2019-08-26,117510,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,6987,
r07035,2019-08-26,117511,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2e,6987,
r07035,2019-08-26,117512,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2f,6987,
r07035,2019-08-26,117513,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2g,6987,
r07035,2019-08-26,117514,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1a,6987,
r07035,2019-08-26,117515,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1b,6987,
r07035,2019-08-26,117516,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1c,6987,
r07035,2019-08-26,117517,Lanciotti_ZIKV_universal,vRNA,3.6485837,3 ; 4,,Tissue,chorionic plate 1d,6987,
r07035,2019-08-26,117528,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1e,6987,
r07035,2019-08-26,117529,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1f,6987,
r07035,2019-08-26,117530,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1g,6987,
r07035,2019-08-26,117531,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2a,6987,
r07035,2019-08-26,117532,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2b,6987,
r07035,2019-08-26,117533,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2c,6987,
r07035,2019-08-26,117534,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2d,6987,
r07035,2019-08-26,117535,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2e,6987,
r07035,2019-08-26,117536,Lanciotti_ZIKV_universal,vRNA,1.7155272,1 ; 2,,Tissue,chorionic plate 2f,6987,
r07035,2019-08-26,117537,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2g,6987,
r07035,2019-08-26,118279,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,placenta 1c,7034,
r07035,2019-08-26,118282,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,7034,
r07035,2019-08-26,118283,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes a,7034,
r07035,2019-08-26,118284,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes b,7034,
r07035,2019-08-26,118285,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,"umbilical cord  ",7034,
r07035,2019-08-26,118286,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,7034,
r07035,2019-08-26,118287,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,7034,
r07035,2019-08-26,118288,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,7034,
r07035,2019-08-26,118291,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,7034,
r07035,2019-08-26,118302,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,7034,
r07035,2019-08-26,118303,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1g,7034,
r07035,2019-08-26,118304,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,7034,
r07035,2019-08-26,118306,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,7034,
r07035,2019-08-26,118307,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2d,7034,
r07035,2019-08-26,118308,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2e,7034,
r07035,2019-08-26,118310,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,placenta 2g,7034,
r07035,2019-08-26,118311,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,7034,
r07035,2019-08-26,118322,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,7034,
r07035,2019-08-26,118323,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,7034,
r07035,2019-08-26,118325,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,7034,
r07035,2019-08-26,118326,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,7034,
r07035,2019-08-26,118327,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1g,7034,
r07035,2019-08-26,118328,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,7034,
r07035,2019-08-26,121446,Lanciotti_ZIKV_universal,vRNA,0.19041961,0 ; 0,,Tissue,placenta 1c,7200,
r07035,2019-08-26,121447,Lanciotti_ZIKV_universal,vRNA,0.012825768,0 ; 0,,Tissue,placenta 1d,7200,
r07035,2019-08-26,121448,Lanciotti_ZIKV_universal,vRNA,6.0,5 ; 7,,Tissue,placenta 2b,7200,
r07035,2019-08-26,121449,Lanciotti_ZIKV_universal,vRNA,14.346847,13 ; 16,,Tissue,placenta 2f,7200,
r07035,2019-08-26,121450,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2g,7200,
r07035,2019-08-26,121451,Lanciotti_ZIKV_universal,vRNA,0.126259,0 ; 0,Equoivical,Tissue,decidua 1d,7200,
r07035,2019-08-26,121485,Lanciotti_ZIKV_universal,vRNA,0.8898985,1 ; 1,,Tissue,chorionic plate 1d,7211,
r07035,2019-08-26,121486,Lanciotti_ZIKV_universal,vRNA,0.15121669,0 ; 0,,Tissue,chorionic plate 2f,7211,
r07035,2019-08-26,122392,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2g,7254,
r07035,2019-08-26,122403,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,decidua 1d,7254,
r07035,2019-08-26,123650,Lanciotti_ZIKV_universal,vRNA,0.5755814,0 ; 1,Equoivical,Tissue,placenta 1c,7297,
r07035,2019-08-26,123651,Lanciotti_ZIKV_universal,vRNA,0.07708638,0 ; 0,,Tissue,placenta 1d,7297,
r07035,2019-08-26,123652,Lanciotti_ZIKV_universal,vRNA,8.300752,8 ; 9,,Tissue,placenta 2b,7297,
r07035,2019-08-26,123653,Lanciotti_ZIKV_universal,vRNA,10.675675,10 ; 11,,Tissue,placenta 2f,7297,
r07035,2019-08-26,123654,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2g,7297,
r07035,2019-08-26,123655,Lanciotti_ZIKV_universal,vRNA,0.9434738,0 ; 2,Equoivical,Tissue,decidua 1d,7297,
r07035,2019-08-26,126266,Lanciotti_ZIKV_universal,vRNA,0.057513226,0 ; 0,,Tissue,placenta 1c,7373,
r07035,2019-08-26,126267,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,7373,
r07035,2019-08-26,126268,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,7373,
r07035,2019-08-26,126269,Lanciotti_ZIKV_universal,vRNA,0.103633,0 ; 0,,Tissue,placenta 2f,7373,
