Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Comment,Experiment Number,RNA Isolation Method
r05031,2018-12-05,105469,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,6335,
r05031,2018-12-05,105470,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6335,
r05031,2018-12-05,105471,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6335,
r05031,2018-12-05,105472,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,6335,
r05031,2018-12-05,105473,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2e,6335,
r05031,2018-12-05,105484,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2f,6335,
r05031,2018-12-05,105485,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2g,6335,
r05031,2018-12-05,105486,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1a,6335,
r05031,2018-12-05,105487,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1b,6335,
r05031,2018-12-05,105488,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1c,6335,
r05031,2018-12-05,105489,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1d,6335,
r05031,2018-12-05,105490,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1e,6335,
r05031,2018-12-05,105491,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1f,6335,
r05031,2018-12-05,105492,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1g,6335,
r05031,2018-12-05,105493,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1h,6335,
r05031,2018-12-05,105504,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1i,6335,
r05031,2018-12-05,105505,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2a,6335,
r05031,2018-12-05,105506,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2b,6335,
r05031,2018-12-05,105507,Lanciotti_ZIKV_universal,vRNA,2.7243242,2 ; 3,,Tissue,chorionic plate 2c,6335,
r05031,2018-12-05,105508,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2d,6335,
r05031,2018-12-05,105509,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2e,6335,
r05031,2018-12-05,105510,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2f,6335,
r05031,2018-12-05,107937,Lanciotti_ZIKV_universal,vRNA,1.53,1 ; 3,,Tissue,chorionic plate 1c,6574,
r05031,2018-12-05,109065,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2c,6605,
r05031,2022-01-03,163834,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r05031,2022-01-04,163840,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r05031,2022-01-05,163858,DENV3,vRNA,645.8333,377 ; 915,,Plasma,,9689,
r05031,2022-01-06,163864,DENV3,vRNA,7683.3335,7650 ; 7717,,Plasma,,9689,
r05031,2022-01-07,163910,DENV3,vRNA,22666.666,22500 ; 22833,,Plasma,,9696,
r05031,2022-01-08,163916,DENV3,vRNA,80750.0,79333 ; 82167,,Plasma,,9696,
r05031,2022-01-09,163934,DENV3,vRNA,93833.336,92833 ; 94833,,Plasma,,9696,
r05031,2022-01-10,163940,DENV3,vRNA,59916.668,59000 ; 60833,,Plasma,,9696,
r05031,2022-01-11,164274,DENV3,vRNA,6941.6665,6650 ; 7233,,Plasma,,9721,
r05031,2022-01-12,164280,DENV3,vRNA,90.0,0 ; 180,Equoivical,Plasma,,9721,
r05031,2022-01-13,164298,DENV3,vRNA,45.583332,0 ; 91,Equoivical,Plasma,,9721,
r05031,2022-01-18,164304,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9721,
r10100,2018-04-19,84557,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5322,
r10100,2018-07-31,91720,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5738,
r10100,2018-08-06,92473,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5793,
r10100,2018-08-07,92616,Lanciotti_ZIKV_universal,vRNA,4733.3335,4700 ; 4767,,Plasma,CC,5797,
r10100,2018-08-08,92617,Lanciotti_ZIKV_universal,vRNA,21933.334,21067 ; 22800,,Plasma,CC,5797,
r10100,2018-08-09,92618,Lanciotti_ZIKV_universal,vRNA,98666.664,96333 ; 101000,,Plasma,CC,5797,
r10100,2018-08-10,92619,Lanciotti_ZIKV_universal,vRNA,11533.333,10567 ; 12500,,Plasma,CC,5797,
r10100,2018-08-11,92620,Lanciotti_ZIKV_universal,vRNA,11816.667,11333 ; 12300,,Plasma,CC,5797,
r10100,2018-08-12,92758,Lanciotti_ZIKV_universal,vRNA,3190.0828,3132 ; 3248,,Plasma,CC,5802,
r10100,2018-08-13,92621,Lanciotti_ZIKV_universal,vRNA,733.3333,480 ; 987,,Plasma,CC,5797,
r10100,2018-08-14,92771,Lanciotti_ZIKV_universal,vRNA,304.68085,264 ; 345,,Plasma,CC,5802,
r10100,2018-08-15,93244,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-08-16,93245,Lanciotti_ZIKV_universal,vRNA,130.33333,0 ; 261,Equoivical,Plasma,,5830,
r10100,2018-08-21,93246,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-08-24,93252,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-08-28,93253,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-08-31,93254,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-09-04,93255,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r10100,2018-09-06,94658,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-09-10,94659,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-09-13,94660,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-09-17,94661,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-09-20,94662,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-09-27,94663,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-10-11,94664,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r10100,2018-10-18,95959,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r10100,2018-10-25,95960,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r10100,2018-11-01,95961,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r10100,2018-11-08,97326,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,6074,
r10100,2018-11-15,97327,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,6074,
r10100,2018-11-19,98574,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6139,
r10100,2018-11-28,100644,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1d,6248,
r10100,2018-11-28,100645,Lanciotti_ZIKV_universal,vRNA,265.7528,0 ; 532,Equoivical,Tissue,chorionic plate 1e,6248,
r10100,2018-11-28,100646,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6248,
r10100,2018-11-28,100647,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,6248,
r10100,2018-11-28,100648,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,6248,
r10100,2018-11-28,100649,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes,6248,
r10100,2018-11-28,100650,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,interplacental collateral vessels,6248,
r10100,2018-11-28,101035,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,6252,
r10100,2018-11-28,101036,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6252,
r10100,2018-11-28,101037,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,6252,
r10100,2018-11-28,101038,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,6252,
r10100,2018-11-28,101276,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,6292,
r10100,2018-11-28,101277,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,6292,
r10100,2018-11-28,101278,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,6292,
r10100,2018-11-28,101279,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,6292,
r10100,2018-11-28,101280,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,6292,
r10100,2018-11-28,101281,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2d,6292,
r10100,2018-11-28,101282,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2e,6292,
r10100,2018-11-28,101283,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,6292,
r10100,2018-11-28,101284,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,6292,
r10100,2018-11-28,101285,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,6292,
r10100,2018-11-28,101296,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,6292,
r10100,2018-11-28,101297,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,6292,
r10100,2018-11-28,101298,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6292,
r10100,2018-11-28,101299,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,6292,
r10100,2018-11-28,101300,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6292,
r10100,2018-11-28,101301,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6292,
r10100,2018-11-28,101302,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,6292,
r10100,2018-11-28,101303,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2e,6292,
r10100,2018-11-28,101304,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1a,6292,
r10100,2018-11-28,101305,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1b,6292,
r10100,2018-11-28,101316,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1c,6292,
r10100,2018-11-28,101317,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1d,6292,
r10100,2018-11-28,101318,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1e,6292,
r10100,2018-11-28,101319,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1f,6292,
r10100,2018-11-28,101320,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2a,6292,
r10100,2018-11-28,101321,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2b,6292,
r10100,2018-11-28,101322,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2c,6292,
r10100,2018-11-28,104673,Lanciotti_ZIKV_universal,vRNA,0.17586336,0 ; 0,Equoivical,Tissue,chorionic plate 2e,6437,
r10100,2018-11-28,105351,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Amniotic Fluid,6175,
r10100,2018-11-28,106415,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,6511,
r10100,2018-11-28,106416,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6511,
r10100,2018-11-28,106417,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,6511,
r10100,2018-11-28,106418,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,6511,
r10100,2018-11-28,98575,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6139,
r10100,2022-01-03,163835,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r10100,2022-01-04,163841,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r10100,2022-01-05,163859,DENV3,vRNA,245.83333,95 ; 397,,Plasma,,9689,
r10100,2022-01-06,163865,DENV3,vRNA,9158.333,9083 ; 9233,,Plasma,,9689,
r10100,2022-01-07,163911,DENV3,vRNA,6691.6665,6683 ; 6700,,Plasma,,9696,
r10100,2022-01-08,163917,DENV3,vRNA,3333.3333,3033 ; 3633,,Plasma,,9696,
r10100,2022-01-09,163935,DENV3,vRNA,27333.334,26833 ; 27833,,Plasma,,9696,
r10100,2022-01-10,163941,DENV3,vRNA,132583.33,132167 ; 133000,,Plasma,,9696,
r10100,2022-01-11,164275,DENV3,vRNA,178333.33,178333 ; 178333,,Plasma,,9721,
r10100,2022-01-12,164281,DENV3,vRNA,15575.0,15500 ; 15650,,Plasma,,9721,
r10100,2022-01-13,164299,DENV3,vRNA,46.083332,0 ; 92,Equoivical,Plasma,,9721,
r10100,2022-01-18,164305,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9721,
rh2005,2018-08-16,92889,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM/Golos,5807,
rh2005,2018-08-17,92782,Lanciotti_ZIKV_universal,vRNA,2287.1487,2116 ; 2458,,Plasma,AM,5802,
rh2005,2018-08-18,92791,Lanciotti_ZIKV_universal,vRNA,5890.6885,5547 ; 6235,,Plasma,AM,5802,
rh2005,2018-08-19,92890,Lanciotti_ZIKV_universal,vRNA,35333.332,32667 ; 38000,,Plasma,AM/Golos,5807,
rh2005,2018-08-20,92792,Lanciotti_ZIKV_universal,vRNA,6275.3037,5951 ; 6599,,Plasma,AM,5802,
rh2005,2018-08-21,92793,Lanciotti_ZIKV_universal,vRNA,3115.8538,2833 ; 3398,,Plasma,AM,5802,
rh2005,2018-08-23,92794,Lanciotti_ZIKV_universal,vRNA,239.46281,233 ; 245,,Plasma,AM,5802,
rh2005,2018-08-23,92795,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Amniotic fluid,amniotic fluid,5802,
rh2005,2018-08-23,93399,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1a,5835,
rh2005,2018-08-23,93400,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 1b,5835,
rh2005,2018-08-23,93401,Lanciotti_ZIKV_universal,vRNA,2.8090909,2 ; 3,,Tissue,placental disc 1c,5835,
rh2005,2018-08-23,93402,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2a,5835,
rh2005,2018-08-23,93403,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2b,5835,
rh2005,2018-08-23,93404,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placental disc 2c,5835,
rh2005,2018-08-23,93411,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,maternal liver,5835,
rh2005,2018-08-23,93412,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,maternal mesenteric LN,5835,
rh2005,2018-08-23,93413,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,amniotic/chorionic membrane,5835,
rh2005,2018-08-23,93414,Lanciotti_ZIKV_universal,vRNA,426.38123,419 ; 434,,Tissue,maternal spleen,5835,
rh2005,2018-08-23,93691,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,5855,
rh2005,2018-08-23,93697,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua,5855,
rh2005,2018-08-23,93698,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,5855,
rh2005,2018-08-24,92796,Lanciotti_ZIKV_universal,vRNA,2112.0,1824 ; 2400,,Plasma,AM,5802,
rh2005,2018-08-27,92797,Lanciotti_ZIKV_universal,vRNA,174.0,0 ; 348,Equoivical,Plasma,AM,5802,
rh2005,2018-08-31,92891,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM/Golos,5807,
rh2005,2018-09-13,93572,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5843,
rh2005,2018-10-11,94665,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
rh2005,2018-11-08,97328,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,6074,
rh2005,2021-07-26,157782,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
rh2005,2021-07-27,157789,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
rh2005,2021-07-27,157790,DENV3,vRNA,0.0,0 ; 0,,Plasma,Sodium citrate,9237,
rh2005,2021-07-28,157809,DENV3,vRNA,33.666668,0 ; 67,Equoivical,Plasma,,9237,
rh2005,2021-07-28,157810,DENV3,vRNA,0.0,0 ; 0,,Plasma,Sodium citrate,9237,
rh2005,2021-07-29,157852,DENV3,vRNA,866.6667,842 ; 892,,Plasma,3 dpi,9261,
rh2005,2021-07-29,157858,DENV3,vRNA,946.6667,917 ; 977,,Plasma,Sodium citrate,9261,
rh2005,2021-07-30,157860,DENV3,vRNA,1094.1666,933 ; 1255,,Plasma,4 dpi,9261,
rh2005,2021-07-31,157879,DENV3,vRNA,6433.3335,6250 ; 6617,,Plasma,5 dpi,9261,
rh2005,2021-08-01,157886,DENV3,vRNA,22416.666,22167 ; 22667,,Plasma,6 dpi,9261,
rh2005,2021-08-02,159080,DENV3,vRNA,165750.0,164833 ; 166667,,Plasma,,9321,
rh2005,2021-08-03,159087,DENV3,vRNA,734166.7,728333 ; 740000,,Plasma,,9321,
rh2005,2021-08-04,158118,DENV3,vRNA,1107500.0,1098333 ; 1116667,,Plasma,9 dpi,9279,
rh2005,2021-08-05,158125,DENV3,vRNA,55666.668,53667 ; 57667,,Plasma,10 dpi,9279,
rh2005,2021-08-10,158366,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9292,
rh2799,2019-07-01,113761,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6866,
rh2799,2019-07-01,113762,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6866,
rh2799,2019-07-02,113763,Lanciotti_ZIKV_universal,vRNA,353083.34,343667 ; 362500,,Plasma,plasma,6866,
rh2799,2019-07-02,113774,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6866,
rh2799,2019-07-02,114017,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6876,
rh2799,2019-07-03,114018,Lanciotti_ZIKV_universal,vRNA,731583.3,724167 ; 739000,,Plasma,plasma,6876,
rh2799,2019-07-03,114019,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Saliva,6876,
rh2799,2019-07-03,114103,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6882,
rh2799,2019-07-04,114020,Lanciotti_ZIKV_universal,vRNA,249500.0,248667 ; 250333,,Plasma,plasma,6876,
rh2799,2019-07-04,114021,Lanciotti_ZIKV_universal,vRNA,50.48148,32 ; 69,,Urine,urine,6876,
rh2799,2019-07-05,114022,Lanciotti_ZIKV_universal,vRNA,4135.8335,3855 ; 4417,,Plasma,plasma,6876,
rh2799,2019-07-05,114023,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6876,
rh2799,2019-07-05,114024,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6876,
rh2799,2019-07-06,114025,Lanciotti_ZIKV_universal,vRNA,1163.25,1064 ; 1262,,Plasma,plasma,6876,
rh2799,2019-07-06,114104,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6882,
rh2799,2019-07-07,114038,Lanciotti_ZIKV_universal,vRNA,1336.4166,1236 ; 1436,,Plasma,plasma,6876,
rh2799,2019-07-07,114159,Lanciotti_ZIKV_universal,vRNA,990.7407,961 ; 1020,,Urine,urine,6887,
rh2799,2019-07-08,114108,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Other-fluid,saliva,6882,
rh2799,2019-07-08,114160,Lanciotti_ZIKV_universal,vRNA,1719.4445,1513 ; 1926,,Urine,urine,6887,
rh2799,2019-07-08,114161,Lanciotti_ZIKV_universal,vRNA,5380.4346,4413 ; 6348,,Other-fluid,saliva,6887,
rh2799,2019-07-08,114162,Lanciotti_ZIKV_universal,vRNA,3535.7144,3518 ; 3554,,Plasma,plasma,6887,
rh2799,2019-07-09,114119,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6882,
rh2799,2019-07-09,114163,Lanciotti_ZIKV_universal,vRNA,4888.8887,4296 ; 5481,,Plasma,plasma,6887,
rh2799,2019-07-10,114164,Lanciotti_ZIKV_universal,vRNA,700.8333,542 ; 860,,Plasma,plasma,6887,
rh2799,2019-07-10,114484,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6896,
rh2799,2019-07-11,114165,Lanciotti_ZIKV_universal,vRNA,291.66666,190 ; 393,,Plasma,plasma,6887,
rh2799,2019-07-11,114485,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6896,
rh2799,2019-07-15,114486,Lanciotti_ZIKV_universal,vRNA,52.25,25 ; 79,,Plasma,plasma,6896,
rh2799,2019-07-15,114487,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6896,
rh2799,2019-07-15,114494,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6896,
rh2799,2019-07-18,115139,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6910,
rh2799,2019-07-18,115146,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6910,
rh2799,2019-07-18,115147,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6910,
rh2799,2019-07-22,115148,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6910,
rh2799,2019-07-22,115149,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6910,
rh2799,2019-07-25,115259,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Plasma,plasma,6915,
rh2799,2019-07-25,115260,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6915,
rh2799,2019-07-25,115261,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6915,
rh2799,2019-07-25,116339,Lanciotti_ZIKV_universal,vRNA,12.175834,6 ; 18,,Plasma,plasma,6960,
rh2799,2019-07-29,115150,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6910,
rh2799,2019-07-29,116340,Lanciotti_ZIKV_universal,vRNA,100.175,83 ; 118,,Plasma,plasma,6960,
rh2799,2019-08-01,115268,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6915,
rh2799,2019-08-01,115622,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
rh2799,2019-08-01,116341,Lanciotti_ZIKV_universal,vRNA,140.91667,115 ; 167,,Plasma,plasma,6960,
rh2799,2019-08-05,115623,Lanciotti_ZIKV_universal,vRNA,45.3,31 ; 60,,Plasma,plasma,6929,
rh2799,2019-08-05,115630,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
rh2799,2019-08-08,115631,Lanciotti_ZIKV_universal,vRNA,26.866667,9 ; 44,,Plasma,plasma,6929,
rh2799,2019-08-08,115632,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6929,
rh2799,2019-08-08,115781,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6936,
rh2799,2019-08-15,116069,Lanciotti_ZIKV_universal,vRNA,85.25833,72 ; 98,,Plasma,plasma,6944,
rh2799,2019-08-15,116070,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6944,
rh2799,2019-08-15,117042,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6979,
rh2799,2019-08-22,117037,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Plasma,plasma,6979,
rh2799,2019-08-22,117044,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6979,
rh2799,2019-08-22,117211,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6995,
rh2799,2019-08-29,117212,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6995,
rh2799,2019-08-29,117213,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6995,
rh2799,2019-08-29,117214,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6995,
rh2799,2019-09-05,117945,Lanciotti_ZIKV_universal,vRNA,52.25,0 ; 104,Equoivical,Plasma,plasma,7033,
rh2799,2019-09-05,117946,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,7033,
rh2799,2019-09-05,117947,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,7033,
rh2799,2019-09-12,117953,Lanciotti_ZIKV_universal,vRNA,97.166664,94 ; 100,,Plasma,plasma,7033,
rh2799,2019-09-12,117961,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,7033,
rh2799,2019-09-12,117962,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,7033,
